domain_length,entropy,num_subdomains,has_dnssec,has_ds_records,has_spf,has_dmarc,record_types_count,ttl_value,is_malicious,num_digits,num_hyphens,health_score
19,3.3987189920353025,1,1,1,1,0,1,3600,0,7,2,100.0
47,1.7070886226635489,0,0,0,1,1,5,3600,0,2,0,87.0
41,1.5169974435887017,2,0,0,0,0,5,3600,0,3,0,72.0
37,4.311273085376384,4,0,0,1,0,7,86400,1,8,1,50.0
12,3.965779907819789,2,0,0,1,1,4,86400,0,4,1,88.0
48,3.9275495134170932,4,1,1,1,0,5,3600,0,5,2,100.0
48,4.1532728265059315,3,0,0,0,1,7,3600,0,1,2,80.0
9,3.600102818316313,2,1,0,1,0,4,300,0,8,1,100.0
43,1.8132123892442444,2,0,0,1,0,2,300,0,7,2,78.0
8,2.697300564221169,2,1,1,0,1,7,86400,0,6,1,100.0
10,3.6694484593938883,3,0,0,0,0,2,300,1,8,0,31.0
49,2.341003382374563,0,0,0,0,0,5,3600,0,4,0,75.0
36,3.5622190924087125,4,0,0,1,0,1,3600,1,4,0,42.0
34,1.5734953448029572,2,1,0,1,0,3,300,0,8,2,100.0
39,2.4184120226387797,3,0,0,0,1,1,300,0,4,1,74.0
44,3.147391008831518,0,0,0,0,1,5,86400,0,8,0,87.0
20,3.396269488518727,4,0,0,1,0,4,300,0,0,0,82.0
17,3.2311219933857327,3,0,0,0,1,7,86400,0,9,2,87.0
46,3.5932688282202885,4,0,1,0,1,1,300,0,9,2,89.0
34,1.5182662447195172,2,1,0,0,1,2,300,0,7,0,98.0
23,1.8028235999325646,0,0,0,1,0,6,300,1,2,2,59.0
21,4.106832756837435,3,0,0,1,1,5,300,0,7,2,82.0
23,3.5452459322704835,0,0,0,0,0,1,3600,0,4,2,67.0
32,1.838794928058034,2,0,0,1,1,6,3600,0,1,2,87.0
30,4.026223312195738,0,0,1,1,1,1,3600,0,8,1,100.0
41,2.226693653473701,0,0,1,0,0,4,300,0,3,2,90.0
30,2.9347796525856706,1,0,0,1,0,4,86400,1,6,2,63.0
27,1.9355895386539808,0,0,0,0,0,4,300,0,7,1,72.0
13,3.63033016926512,4,1,0,1,0,6,3600,0,6,2,100.0
16,3.5005632630428036,3,0,0,0,0,3,86400,0,5,2,66.0
5,2.1333374134984084,1,1,0,1,1,6,86400,0,6,0,100.0
5,4.090202300571006,3,0,0,0,0,5,3600,0,3,0,65.0
38,2.7039180726591363,3,0,1,1,0,5,300,0,9,0,100.0
36,2.3775452732122253,2,0,0,0,0,2,86400,0,0,1,69.0
29,1.9569887683936065,2,0,0,1,0,2,86400,0,4,2,86.0
44,2.2985040375466124,1,1,1,0,0,5,3600,0,7,1,95.0
49,1.5660807636714509,2,1,0,1,1,1,86400,0,9,1,99.0
5,3.2497724773683467,2,0,0,1,0,5,86400,0,5,2,87.0
20,4.026692239031844,2,0,0,0,1,7,86400,0,4,2,90.0
43,3.1469413483249253,3,0,0,1,0,3,300,1,1,0,45.0
9,2.157821885771627,1,0,1,0,1,2,300,0,9,2,100.0
26,1.6010075346416182,3,0,1,1,0,2,3600,1,4,1,71.0
33,2.1438842197764085,4,1,1,1,1,7,300,0,9,0,100.0
7,2.748364284213277,3,1,1,0,1,7,86400,0,2,1,100.0
16,3.7788342860993893,4,1,0,1,1,6,300,0,1,2,100.0
30,2.0635285576133224,0,1,1,0,1,7,86400,0,2,0,100.0
20,3.6593743600640583,0,0,1,0,1,2,86400,0,3,2,100.0
41,4.100800405055651,4,0,0,1,1,5,300,0,1,0,77.0
26,2.861840544325071,4,0,0,1,1,2,300,0,3,0,81.0
33,3.9642959749277797,3,0,0,0,1,7,300,1,3,0,47.0
18,3.1639720441052868,4,0,0,0,1,7,300,0,5,2,84.0
32,3.411272511242715,1,1,0,1,0,7,3600,0,4,0,100.0
9,3.078835381014608,0,1,1,0,0,2,300,0,6,0,83.0
34,2.889518150254025,0,1,1,1,1,7,3600,0,6,2,100.0
9,2.203960325327548,4,1,0,1,0,6,86400,1,2,1,75.0
16,2.409582178383138,2,1,0,0,1,5,3600,0,8,2,100.0
20,2.369910356830827,2,0,1,0,0,1,86400,1,6,2,62.0
30,3.1898667928614444,4,1,0,1,0,7,3600,1,6,0,77.0
30,1.8598610790716696,1,0,0,0,1,2,3600,0,1,2,86.0
25,4.250375072107005,2,0,0,1,0,2,86400,0,9,2,84.0
43,3.6619654358493396,4,1,1,1,0,7,3600,0,2,2,100.0
40,2.704336892739581,1,1,1,1,0,2,86400,0,2,0,100.0
37,1.9758724335791338,1,0,0,0,0,7,300,0,5,2,69.0
34,4.145976509164908,3,0,0,0,1,3,86400,0,3,0,76.0
41,3.9713342703034957,1,0,1,1,0,5,3600,0,3,2,100.0
27,3.665164658151538,2,0,0,1,1,7,300,0,0,0,87.0
14,2.314641142233727,2,1,0,1,0,2,3600,0,5,0,100.0
9,2.707339912301007,4,0,0,0,1,3,300,0,7,2,78.0
40,1.80824475735727,4,0,0,1,0,1,86400,0,7,1,74.0
38,2.067118574182595,1,0,0,0,0,1,300,1,7,2,34.0
35,3.849049911950199,0,0,0,1,0,6,300,0,4,1,82.0
14,3.6451161565520516,3,0,1,1,0,7,300,0,9,0,100.0
23,3.280457288927804,0,1,0,1,0,6,3600,0,5,1,100.0
36,4.187180177778519,1,0,1,0,1,6,300,0,4,1,100.0
5,3.249799553439136,1,0,1,1,0,3,86400,1,3,0,73.0
9,2.900903999890832,0,0,0,0,0,1,86400,0,3,1,67.0
49,2.521112238917288,3,0,0,1,0,6,86400,1,3,2,55.0
8,4.321345517208518,0,1,0,0,1,4,300,0,3,1,100.0
20,1.7481463845730605,4,0,1,0,0,6,86400,1,5,0,62.0
28,4.292662116182425,2,1,0,0,0,1,3600,0,5,1,87.0
20,3.980143979793055,4,0,0,1,0,4,86400,1,4,0,53.0
6,1.8897897736071039,2,0,0,1,1,3,300,1,8,0,50.0
32,3.1949530730257605,1,0,0,1,1,7,86400,0,7,2,87.0
36,4.09964394524726,3,0,1,1,0,7,300,1,9,0,67.0
31,3.2154274908214613,0,1,0,1,0,4,300,0,5,1,100.0
24,4.221599464681867,3,0,0,0,0,1,86400,0,8,2,62.0
28,4.328951450448128,0,0,0,1,1,2,3600,0,4,2,84.0
16,2.767153566552918,4,0,1,1,0,4,3600,1,9,1,78.0
39,2.631940984218971,4,0,0,0,1,1,86400,0,3,1,77.0
37,4.308963461907471,0,1,0,0,0,6,300,0,5,2,87.0
37,3.525420183449004,3,0,0,0,0,2,86400,0,3,0,59.0
47,1.8480680440445079,0,0,0,0,0,3,300,1,7,2,35.0
41,1.6268752476680435,1,1,1,0,1,7,300,0,6,2,100.0
16,3.193887152991789,4,0,1,0,1,3,300,0,4,2,100.0
7,4.290512896315274,1,0,1,1,1,5,3600,0,9,0,100.0
5,4.032746107217456,4,0,0,0,0,3,3600,0,5,1,61.0
37,3.527543239393009,4,1,1,0,0,5,86400,0,6,1,85.0
44,1.9173475466732626,2,1,0,1,0,3,3600,0,1,1,100.0
14,2.2626941512460865,1,0,1,1,0,3,300,0,8,0,100.0
47,4.1265336796578485,1,0,0,0,0,3,300,1,6,0,33.0
48,2.048421709970701,2,1,0,1,0,5,86400,0,7,1,100.0
33,2.335318224751304,3,0,0,0,0,6,300,0,4,1,67.0
17,1.8888019535863259,1,0,0,0,0,5,86400,0,2,1,77.0
16,3.528324694243233,0,0,0,0,1,4,86400,0,1,1,88.0
35,4.331946916089629,2,1,1,1,0,1,300,0,1,0,94.0
6,2.306904094786158,1,0,0,1,1,1,3600,0,2,1,82.0
39,2.926219823550221,3,0,1,1,0,6,300,1,0,2,72.0
27,3.403019219133613,1,0,0,1,1,1,300,0,0,1,81.0
21,4.498398744646892,4,0,0,1,0,3,86400,0,6,0,81.0
30,1.8144241949927165,0,1,1,1,0,6,3600,0,9,2,100.0
12,2.9957123985171275,2,0,0,1,1,1,86400,0,7,2,87.0
33,2.6553603597075,4,0,0,0,0,5,300,0,5,2,67.0
30,4.0974604956670655,3,0,1,0,1,4,86400,1,6,0,73.0
14,2.9279031930349677,4,0,0,1,1,2,86400,0,0,1,84.0
30,1.8329325737554443,4,1,0,1,0,4,300,0,0,0,100.0
38,3.403272435859751,3,0,1,1,1,1,86400,0,8,0,94.0
45,3.8123418547916392,4,1,0,0,1,6,300,0,4,2,97.0
11,1.5086437549968439,2,0,1,1,0,7,86400,0,6,2,100.0
8,4.076870056261889,1,0,0,1,1,1,3600,0,5,0,77.0
49,2.0580690000169968,4,0,0,0,1,5,300,0,3,2,82.0
15,3.1562080939601334,2,0,0,1,0,4,3600,0,0,0,90.0
33,2.7473925020623504,1,0,0,1,0,7,86400,0,3,2,90.0
40,3.658961449831591,1,1,0,0,0,5,3600,0,9,1,90.0
29,2.6134848443572256,4,0,1,1,1,5,3600,1,9,1,80.0
25,4.109289530045132,2,0,0,0,1,2,3600,1,7,1,54.0
40,3.6914890828763705,4,1,0,0,1,5,86400,0,0,2,100.0
14,3.4431395131887643,3,1,0,1,0,7,300,0,1,2,100.0
41,3.888721786688563,1,0,0,0,0,5,86400,0,7,1,70.0
13,3.762069104785147,4,0,0,0,1,2,86400,1,1,0,49.0
28,1.60781602476466,1,0,0,0,0,3,86400,0,9,0,73.0
39,2.6842030615344843,2,1,0,0,1,7,300,0,8,1,100.0
39,4.29242189194947,0,1,0,0,1,3,86400,0,2,2,100.0
40,1.8771728069766787,4,1,0,0,0,7,86400,0,2,0,87.0
22,3.7112896512961537,4,1,0,1,0,6,300,0,5,0,100.0
43,4.423775434005989,1,0,0,1,0,2,300,0,2,0,76.0
36,1.656595887134915,2,1,0,0,1,6,300,0,8,2,100.0
28,3.5465816418798313,3,0,0,0,1,6,3600,0,7,0,85.0
27,2.904462423903091,2,0,1,0,1,5,300,0,3,0,100.0
36,3.2375257661241665,4,0,1,0,0,6,3600,1,5,1,57.0
41,1.7560240094529744,3,1,0,1,0,1,3600,0,7,2,94.0
16,1.6290208556008183,2,1,0,1,1,7,86400,0,3,1,100.0
17,3.500599981652765,0,0,1,1,0,4,3600,0,4,0,100.0
27,3.9699282894621537,1,1,0,0,1,1,86400,1,6,2,72.0
29,3.846046004798902,2,1,0,1,0,1,3600,0,7,2,100.0
39,3.131417183598712,2,0,0,0,0,5,300,1,6,1,39.0
45,1.7996004634085345,0,0,1,1,0,4,86400,0,7,1,100.0
34,3.5641333315080415,4,1,0,1,0,6,3600,0,3,2,100.0
21,2.225666650662438,1,0,1,1,1,4,86400,0,0,2,100.0
24,4.23320610830215,2,0,0,0,0,6,300,0,5,1,72.0
29,4.014796078637115,3,1,0,0,1,3,3600,0,4,0,100.0
26,3.628148901262173,2,1,1,1,0,2,3600,0,3,2,100.0
17,4.346537867493391,1,0,0,0,0,5,300,0,1,0,72.0
23,1.5942654645338188,2,1,0,0,0,6,3600,0,0,1,97.0
40,3.708601275182286,0,0,0,1,0,6,3600,0,8,2,85.0
16,2.490728338009216,2,0,0,0,0,4,86400,0,1,1,78.0
45,4.218197657059096,2,0,0,1,1,5,3600,0,8,2,85.0
23,2.3000255899859328,3,0,0,0,0,7,300,0,5,2,72.0
16,3.6745694979450514,0,1,0,1,0,6,3600,0,5,1,100.0
13,4.132941058952344,0,0,0,0,0,3,86400,0,1,1,71.0
11,1.6249704551480473,2,0,0,1,0,1,3600,0,5,0,84.0
32,2.6929427387761082,3,0,0,0,0,6,86400,0,2,1,70.0
18,3.786927096065816,2,1,0,1,1,4,3600,1,6,1,78.0
35,2.8647566685227615,2,0,0,1,0,7,86400,0,9,0,90.0
23,2.301757889380786,1,0,0,0,0,3,86400,0,3,1,76.0
20,2.15941604646957,1,0,0,0,1,5,3600,0,8,0,95.0
9,1.8945548007491337,3,1,0,0,0,6,300,0,4,0,84.0
39,4.071388679568846,4,0,0,0,0,3,300,0,9,1,58.0
16,3.226066209754668,1,0,0,1,0,3,3600,0,2,0,88.0
29,1.729154834974368,4,0,0,0,0,7,3600,0,0,0,72.0
25,2.647740970711906,0,1,1,1,0,3,3600,0,0,0,100.0
40,2.60320095241533,1,0,1,1,1,3,3600,0,3,1,100.0
27,2.045217572128389,1,0,0,0,1,7,3600,0,9,1,95.0
20,2.806522876416572,3,0,1,1,1,7,300,0,9,0,100.0
43,2.4962980961794092,4,0,0,0,0,7,86400,0,3,1,70.0
49,2.5254111164765476,1,1,0,0,1,3,86400,0,8,2,100.0
46,3.717079673363876,1,0,0,0,0,3,300,0,7,0,63.0
43,2.169790156515589,3,1,0,1,0,2,300,0,3,2,96.0
18,3.4255798765660663,3,1,0,0,0,5,86400,0,5,1,92.0
35,3.2119488716428046,4,0,0,1,0,1,300,0,6,2,71.0
9,3.204277537013602,0,1,0,0,1,5,3600,0,9,1,100.0
39,3.4890220384253277,0,1,0,1,1,4,300,0,7,1,100.0
27,3.145146108586962,2,1,0,1,1,4,300,0,3,0,100.0
33,4.1377653445391545,1,0,0,0,1,7,300,0,0,2,82.0
47,3.5267402758507793,4,0,0,1,1,5,300,0,4,0,77.0
15,3.1408897541141645,1,0,1,1,0,3,86400,0,0,2,100.0
22,3.9892893608629345,4,1,0,0,0,2,86400,0,3,1,84.0
16,3.318439694800439,4,0,1,0,1,1,86400,0,6,1,99.0
13,2.373432743355537,4,0,0,0,0,6,86400,0,6,0,75.0
14,2.1212847545297135,1,0,0,1,1,6,3600,0,0,2,95.0
48,1.9569833569880364,3,0,0,1,0,3,3600,0,8,2,78.0
21,4.198365637638305,1,0,0,0,0,5,86400,0,1,1,75.0
42,3.6304062953941973,4,0,0,0,0,6,86400,1,4,0,35.0
11,4.312135314492963,2,0,0,0,1,5,86400,0,5,1,90.0
17,3.309875417144829,0,1,1,1,0,2,300,0,0,1,100.0
44,2.9202026444847378,4,0,0,1,1,2,3600,0,1,0,79.0
46,1.6791494669126679,2,1,0,1,0,7,3600,0,6,2,100.0
13,3.5149268446380892,3,0,0,0,1,5,300,0,5,2,82.0
31,3.2466262793046936,4,0,1,0,0,7,300,0,5,1,84.0
6,4.470626680762864,2,1,0,0,0,3,300,1,5,2,53.0
9,2.2174763333467293,4,1,0,1,0,7,3600,0,6,0,100.0
33,3.0922120658605077,1,0,0,0,0,3,300,0,9,2,65.0
41,3.4528720053542177,2,1,1,0,0,3,300,0,8,2,85.0
42,3.433773524227031,1,1,0,1,1,6,300,0,8,1,100.0
23,3.183880628845208,1,1,0,0,0,1,86400,0,1,2,89.0
12,3.8307840309816763,2,0,0,0,0,1,300,0,1,0,64.0
49,2.1149436285804493,0,0,0,1,0,3,86400,1,4,1,56.0
5,3.6768816008232474,2,0,1,0,0,5,3600,0,9,0,90.0
26,3.3592037142992677,0,0,0,0,0,2,3600,0,6,2,71.0
21,4.18822533538372,4,0,0,0,0,7,3600,0,2,2,70.0
11,4.041583317100745,4,1,1,0,0,4,86400,0,2,1,88.0
29,2.44544111739766,2,0,1,0,0,2,300,0,3,0,91.0
49,2.3287119749254592,4,0,0,1,0,2,3600,0,2,2,79.0
8,4.444959971557344,3,0,0,0,1,4,300,0,2,2,75.0
40,3.0817955427457697,1,1,1,1,0,3,86400,0,7,1,100.0
10,4.219262891743311,1,0,0,0,0,2,3600,0,6,2,69.0
35,1.9916430713414466,0,1,1,0,0,4,300,0,6,2,87.0
23,3.4284567444005227,4,0,1,0,0,7,300,1,9,2,59.0
48,3.9295805620817585,0,1,0,0,0,6,3600,0,1,0,90.0
43,4.3421857487593405,1,1,1,0,1,5,300,0,8,0,100.0
31,2.5120204230510703,1,0,0,0,0,5,86400,0,5,0,75.0
14,3.6749435097721577,4,1,0,1,1,5,3600,0,2,2,100.0
30,3.116439027118857,3,0,0,0,0,3,3600,0,8,1,68.0
23,1.6818867781994045,3,0,1,1,1,2,3600,0,8,1,100.0
43,3.56999921192683,4,0,0,0,1,2,3600,0,5,1,74.0
7,3.57028967471353,4,0,0,0,0,1,86400,0,9,0,57.0
49,4.291820414539611,0,1,1,0,0,5,86400,0,5,0,90.0
17,2.9919373385069172,4,0,0,0,0,3,300,0,7,0,68.0
32,2.190752762131544,3,0,0,1,1,4,86400,0,7,0,83.0
24,1.6336914703460375,4,0,1,1,0,3,300,0,5,2,100.0
32,2.746926560057717,0,0,0,0,0,2,300,1,6,1,36.0
12,2.4057501002325052,0,0,1,0,0,7,3600,0,3,1,100.0
45,3.7832649180716267,0,1,1,1,0,7,300,1,0,0,72.0
43,2.56280329452314,0,0,0,0,1,7,3600,0,3,1,90.0
5,4.347213588944532,2,0,0,0,1,5,300,1,7,1,52.0
7,4.386930608963352,4,0,0,0,0,1,86400,0,7,0,57.0
17,3.362725770653124,1,0,0,0,0,6,3600,0,1,0,77.0
32,4.285980861044649,4,0,0,0,0,3,300,0,6,0,58.0
29,3.7825630335434868,2,1,1,1,1,1,86400,0,0,0,100.0
37,3.1405789229253784,0,0,0,1,1,7,86400,0,1,2,87.0
42,2.040923806268334,2,0,0,1,0,2,3600,0,7,1,84.0
10,2.87579383054152,3,0,0,0,0,4,3600,0,9,2,73.0
48,3.1826233900878527,3,0,0,1,1,3,3600,0,3,1,78.0
49,4.09188474220503,4,1,0,1,0,6,300,0,2,2,97.0
36,2.9440001296069944,4,0,0,1,0,2,3600,0,1,0,79.0
49,4.19302401803387,1,0,0,0,0,5,86400,0,5,2,70.0
25,3.523046937070407,1,1,0,1,0,3,86400,0,3,0,100.0
20,1.910997189161014,3,0,1,0,0,1,3600,0,2,0,84.0
25,4.484944107975279,0,0,1,1,1,7,3600,1,2,2,80.0
15,3.081697982261738,2,0,0,0,0,3,86400,0,9,1,73.0
41,2.675574889227237,1,0,0,0,0,2,300,0,2,2,66.0
40,3.4773412934085797,1,1,0,0,0,2,86400,0,7,0,86.0
39,1.8266799419431172,0,0,0,1,1,7,86400,0,8,0,87.0
23,3.409615940260063,0,1,0,0,0,1,86400,0,8,1,89.0
24,2.994708001497819,4,0,0,1,0,6,3600,0,4,1,90.0
22,2.7200222099957494,2,1,1,1,0,2,300,0,0,1,100.0
45,4.359060063536697,0,0,0,1,1,3,300,0,9,0,78.0
18,3.0676191501961596,1,0,1,1,0,7,3600,0,4,2,100.0
19,2.1573524384098155,1,0,0,1,0,6,86400,0,0,1,95.0
35,2.876890438131896,3,0,0,1,0,1,3600,0,8,0,77.0
5,4.258162213718018,0,0,1,0,0,2,3600,1,9,2,54.0
7,2.028286413991784,4,1,0,1,1,7,300,0,7,1,100.0
20,2.141871116064711,2,1,0,1,1,2,300,1,6,2,76.0
27,1.5390887032712512,4,0,0,0,0,3,3600,0,1,2,68.0
15,1.5425701481873015,1,0,0,1,0,2,3600,0,1,0,86.0
16,3.9881748808755377,4,1,0,0,0,7,300,0,3,0,87.0
14,3.6963678205288675,1,0,0,0,0,3,300,0,8,0,68.0
36,2.565123169355875,1,1,0,0,1,5,86400,0,8,2,100.0
20,3.5949334716827184,1,0,0,0,0,7,3600,0,7,1,75.0
12,2.6856177789299105,1,0,0,1,0,6,86400,0,4,1,95.0
42,4.358690387993482,1,0,0,1,1,3,86400,0,6,1,81.0
16,4.401158044278104,3,0,0,1,0,4,86400,0,8,0,83.0
28,2.6783813274280304,4,0,0,1,0,2,300,0,2,1,81.0
32,4.062665719022604,3,1,0,0,1,5,86400,0,3,1,100.0
12,3.8192671250923986,3,1,0,0,1,6,300,0,1,0,100.0
32,2.429999811515368,0,0,0,1,1,1,300,0,8,1,79.0
40,2.196119486703318,0,0,0,1,1,4,300,1,6,1,55.0
30,2.8747039511785015,0,0,0,0,0,1,3600,0,5,1,72.0
12,3.844046521843219,2,1,0,1,0,7,86400,1,4,2,80.0
32,4.380503354186237,0,0,0,1,0,4,300,0,6,2,80.0
32,3.790737206599718,4,0,0,1,1,5,3600,0,2,0,80.0
41,4.06562095505511,3,0,0,0,0,6,3600,0,4,0,65.0
45,3.30919291851155,4,0,0,0,0,5,3600,0,1,2,67.0
40,4.006223492526377,0,1,0,1,1,5,300,0,4,0,100.0
31,3.853262574010253,2,0,0,1,0,4,300,0,6,0,80.0
21,2.63095662577884,2,0,0,0,0,3,300,0,9,1,73.0
13,3.155970906362163,3,0,1,1,0,6,3600,0,6,0,100.0
37,3.9142593659690847,4,0,0,1,0,1,300,1,8,0,39.0
24,1.638170202569869,1,0,0,0,0,3,86400,1,2,1,43.0
17,3.9242378470674897,4,0,1,0,0,3,300,0,7,1,83.0
32,2.0336643721470704,0,0,0,0,0,2,300,0,4,2,66.0
33,3.0440508513643167,1,0,0,0,0,7,86400,0,6,0,72.0
17,3.924826318667813,2,0,0,1,0,1,300,0,0,1,79.0
39,2.2614632344700847,3,0,0,0,0,4,300,0,0,0,65.0
10,2.237422317918459,3,1,0,1,0,7,300,0,3,0,100.0
22,2.7082931953867555,2,0,0,1,0,2,300,0,4,2,86.0
9,4.183928392732904,0,0,1,0,0,2,3600,0,9,2,84.0
29,1.5013283443116237,2,0,0,1,1,7,300,0,2,2,89.0
6,4.204149289925805,0,0,0,0,1,5,86400,0,5,2,85.0
14,1.9614210739248232,1,0,0,0,0,4,86400,0,2,2,75.0
34,4.470259128202446,2,1,1,1,0,3,3600,1,4,1,71.0
49,4.364540979115404,0,0,1,1,0,6,300,0,0,2,100.0
9,2.98402556877385,1,0,1,0,1,3,86400,0,2,1,100.0
37,3.0381607434378846,2,1,0,0,1,3,3600,0,6,2,100.0
5,2.9446480208275627,3,0,0,0,0,5,300,0,2,1,67.0
22,3.4063309369785677,2,1,0,0,1,3,3600,0,4,0,100.0
36,1.7721651067047932,4,0,0,0,1,1,300,0,6,2,71.0
15,1.5978538450246995,2,1,1,1,0,3,3600,0,1,1,100.0
25,1.6731087852476967,4,1,1,0,0,3,3600,0,2,2,88.0
30,2.8330960477245433,1,1,0,1,0,1,86400,0,3,1,100.0
29,2.32664381765845,2,1,0,0,0,5,86400,0,4,1,100.0
26,3.3661186871129813,1,1,0,1,0,2,3600,0,8,2,100.0
31,4.477326868124337,1,1,1,1,1,4,300,0,8,1,100.0
17,2.6589695192293976,0,0,0,1,0,5,300,0,3,0,92.0
37,3.22152376231354,1,0,0,0,0,3,300,0,8,2,65.0
38,2.7468116877220066,1,0,0,1,1,2,300,0,3,0,81.0
45,4.041815003165578,2,1,0,1,0,4,300,0,1,1,100.0
39,4.206709210386714,2,1,1,1,0,4,86400,0,9,1,100.0
5,4.13206683661578,3,1,0,1,0,4,3600,1,0,2,68.0
25,4.423116716037773,0,1,0,0,0,1,86400,0,6,0,87.0
10,1.5825575554212459,1,0,0,1,0,1,300,0,3,0,81.0
32,4.019448486436593,0,0,0,1,1,2,3600,0,7,2,79.0
21,3.75531651911728,4,0,0,1,0,3,300,0,7,0,78.0
9,2.1860832282010945,1,0,0,1,0,7,300,0,7,2,87.0
35,4.368960280162582,0,0,0,1,0,2,3600,0,5,2,79.0
9,1.9445337846898365,3,1,1,1,1,3,300,0,8,1,95.0
42,3.538649781401725,3,1,0,1,1,5,86400,1,3,1,70.0
7,2.1746706504477373,1,0,0,1,1,7,86400,1,4,0,60.0
27,2.794141946322224,4,0,0,0,0,4,86400,0,3,2,73.0
41,3.657479690833707,3,0,0,1,1,4,300,0,4,2,75.0
41,3.1899739260991398,3,0,0,1,1,1,86400,0,1,2,74.0
14,2.782505493984335,4,0,1,0,1,7,300,0,4,2,100.0
14,2.4790152927959617,0,0,0,0,0,5,300,0,9,1,77.0
23,4.018978967126371,3,0,0,1,0,6,86400,0,7,0,85.0
21,1.9314430509444411,2,0,0,1,0,5,86400,0,8,1,92.0
25,2.7903086295894,3,1,0,0,0,3,300,0,6,2,88.0
18,4.211272715325427,0,0,0,1,1,5,300,0,6,0,87.0
13,4.037548651379903,0,0,0,1,0,7,300,0,5,0,87.0
5,2.70282528741914,1,0,0,0,0,7,300,0,1,2,72.0
49,3.789325090803925,2,0,0,0,0,1,86400,0,9,2,62.0
17,3.969482492126578,0,0,0,1,0,3,300,0,9,1,83.0
8,4.166662272010889,4,1,0,1,0,2,300,1,8,1,61.0
5,3.133517307147684,2,0,0,0,0,3,300,0,4,2,65.0
44,2.1133826581641353,2,0,0,0,1,2,300,0,5,2,81.0
36,2.265927229511795,4,0,0,0,0,6,300,0,0,1,67.0
38,2.387084022124813,3,0,1,1,1,3,3600,0,4,0,100.0
32,3.2814074424288466,4,0,0,0,0,4,3600,0,5,0,65.0
35,1.5984288723858253,4,0,0,1,1,6,3600,1,9,0,52.0
12,3.4081274063399047,3,1,0,0,0,2,86400,0,1,1,86.0
43,2.593062715284696,3,1,1,1,0,1,300,0,6,2,94.0
30,2.3857254074689265,3,1,1,0,0,6,86400,0,3,0,95.0
38,4.138489712184379,3,0,0,1,0,6,300,0,4,2,77.0
7,2.8800071867423966,3,0,0,1,0,6,3600,0,2,1,85.0
16,1.7851591365980783,4,1,1,0,1,2,300,0,4,1,98.0
5,3.980240304078741,1,0,0,0,0,2,86400,1,3,2,34.0
48,1.6429237723095198,1,0,0,1,0,3,86400,0,9,2,83.0
9,3.68024767250459,0,0,1,0,1,4,300,0,5,2,100.0
34,3.8217186653119954,1,0,0,1,0,6,86400,0,1,2,85.0
34,2.5578078177865744,1,0,0,0,0,3,3600,0,2,0,71.0
21,3.9743635688333603,4,0,1,0,1,3,300,0,9,2,98.0
27,3.04697821756936,3,0,0,1,0,4,3600,0,0,0,85.0
19,2.8898809598183903,3,1,0,1,1,3,3600,0,6,1,100.0
41,1.6362098444060775,4,0,0,1,1,4,86400,0,8,0,80.0
25,2.3700875809467177,1,0,0,0,1,1,300,0,1,2,84.0
18,4.2930299126559,4,0,0,0,1,4,3600,0,6,0,83.0
6,2.6754718898505,0,0,0,1,0,5,3600,0,2,1,90.0
15,3.140101561670305,3,0,0,0,0,4,300,0,4,2,67.0
43,3.0960650369527554,2,1,1,0,1,4,86400,0,5,1,100.0
42,3.27129326946808,0,0,0,0,0,7,3600,0,7,1,72.0
38,1.6839928669298478,0,1,1,0,0,5,300,0,3,2,89.0
42,2.586528764396185,4,0,1,1,1,4,300,1,1,0,70.0
38,3.6693848216476628,1,0,0,1,0,2,3600,0,2,1,79.0
22,2.1016807532189485,3,1,0,1,0,7,3600,1,7,2,80.0
34,2.110735132639081,2,0,1,1,0,3,3600,0,6,1,100.0
19,1.5302718200670742,0,0,0,1,0,3,86400,0,5,0,88.0
31,2.812445779824629,2,0,0,1,0,1,86400,0,4,1,82.0
38,4.148203142020266,1,0,0,1,1,1,300,0,4,1,74.0
42,1.655702830761927,1,0,1,0,1,5,300,0,0,1,100.0
37,2.0733561284880078,2,0,0,0,1,2,3600,0,5,1,84.0
28,2.430253615028265,3,0,0,1,0,1,300,0,8,0,79.0
19,3.6951742096926385,1,0,0,0,0,3,86400,1,7,2,41.0
34,3.4219067784077595,2,1,1,0,0,1,300,1,9,1,51.0
46,2.747831713745565,0,1,0,1,0,1,300,0,0,0,99.0
21,3.7772068177751272,2,1,0,1,0,4,3600,0,5,1,100.0
9,3.3288930349707058,2,0,0,1,0,1,3600,0,2,1,79.0
33,4.188122398971657,4,1,0,0,0,5,86400,0,5,1,85.0
8,3.954080247416079,1,0,0,1,0,3,300,0,8,0,78.0
14,2.2584408182676015,3,1,0,1,1,5,300,0,5,1,100.0
21,2.3143157329026005,3,0,0,1,0,7,300,0,7,1,87.0
14,1.876069427377157,4,0,1,0,1,5,3600,0,5,2,100.0
21,2.5108941771523696,3,1,0,0,0,6,86400,0,5,0,95.0
24,4.498631756157283,2,0,0,0,0,2,300,1,6,2,36.0
28,2.717253505845183,4,0,1,0,0,7,300,0,9,2,92.0
9,2.161465304067319,0,1,0,0,0,7,300,0,3,2,92.0
38,3.787448653426659,1,1,0,0,0,6,300,0,7,2,87.0
10,3.1274130103879685,1,1,1,1,0,6,86400,0,3,1,100.0
6,1.9488043485808575,1,0,0,1,1,4,86400,0,6,2,85.0
